locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBAEIFD_00410	CDS	435	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
JDBAEIFD_00411	CDS	894	lgt_1	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
JDBAEIFD_00412	CDS	717				hypothetical protein
JDBAEIFD_00413	CDS	603				hypothetical protein
JDBAEIFD_00414	CDS	1290	ppsA_1	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
JDBAEIFD_00415	CDS	405				hypothetical protein
JDBAEIFD_00416	CDS	633				hypothetical protein
JDBAEIFD_00417	CDS	1233				hypothetical protein
JDBAEIFD_00418	CDS	1671				hypothetical protein
JDBAEIFD_00419	CDS	1245				hypothetical protein
JDBAEIFD_00420	CDS	984				hypothetical protein
JDBAEIFD_00421	CDS	1203				hypothetical protein
JDBAEIFD_00422	CDS	903				hypothetical protein
JDBAEIFD_00423	CDS	723		2.1.1.156		Glycine/sarcosine N-methyltransferase
JDBAEIFD_00424	CDS	927	bcrA_1			Bacitracin transport ATP-binding protein BcrA
JDBAEIFD_00425	CDS	882				hypothetical protein
JDBAEIFD_00426	CDS	843				hypothetical protein
JDBAEIFD_00427	CDS	1494				hypothetical protein
JDBAEIFD_00428	CDS	681	degU_1		COG2197	Transcriptional regulatory protein DegU
JDBAEIFD_00429	CDS	948				hypothetical protein
JDBAEIFD_00430	CDS	963	ephA_1	3.3.2.10		Epoxide hydrolase A
JDBAEIFD_00431	CDS	717	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JDBAEIFD_00432	CDS	1098				hypothetical protein
JDBAEIFD_00433	CDS	402				hypothetical protein
JDBAEIFD_00434	CDS	471				hypothetical protein
JDBAEIFD_00435	CDS	345				hypothetical protein
JDBAEIFD_00436	CDS	939				hypothetical protein
JDBAEIFD_00437	CDS	753	cypM	2.1.1.301		Cypemycin N-terminal methyltransferase
JDBAEIFD_00438	CDS	1248				hypothetical protein
JDBAEIFD_00439	CDS	1686				hypothetical protein
JDBAEIFD_00440	CDS	402				hypothetical protein
JDBAEIFD_00441	CDS	528				hypothetical protein
JDBAEIFD_00442	CDS	882		3.3.2.10		Soluble epoxide hydrolase
JDBAEIFD_00443	CDS	513				hypothetical protein
JDBAEIFD_00444	CDS	483	mshD_1	2.3.1.189		Mycothiol acetyltransferase
JDBAEIFD_00445	CDS	1125				hypothetical protein
JDBAEIFD_00446	CDS	648	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
JDBAEIFD_00447	CDS	408				hypothetical protein
JDBAEIFD_00448	CDS	450				hypothetical protein
JDBAEIFD_00449	CDS	1284				hypothetical protein
JDBAEIFD_00450	CDS	459				hypothetical protein
JDBAEIFD_00451	CDS	969	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
JDBAEIFD_00452	CDS	576		2.3.1.-		Putative acetyltransferase
JDBAEIFD_00453	CDS	741				hypothetical protein
JDBAEIFD_00454	CDS	693				IS481 family transposase ISMysp6
JDBAEIFD_00455	CDS	1023		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JDBAEIFD_00456	CDS	399				hypothetical protein
JDBAEIFD_00457	CDS	1863	dnaK		COG0443	Chaperone protein DnaK
JDBAEIFD_00458	CDS	645	grpE		COG0576	Protein GrpE
JDBAEIFD_00459	CDS	987	dnaJ		COG0484	Chaperone protein DnaJ
JDBAEIFD_00460	CDS	417				hypothetical protein
JDBAEIFD_00461	CDS	1464	xylB_1	2.7.1.17		Xylulose kinase
JDBAEIFD_00462	CDS	801				hypothetical protein
JDBAEIFD_00463	CDS	303				hypothetical protein
JDBAEIFD_00464	CDS	1734	tcrY	2.7.13.3		putative sensor histidine kinase TcrY
JDBAEIFD_00465	CDS	735	tcrX_1		COG0745	putative transcriptional regulatory protein TcrX
JDBAEIFD_00466	CDS	684	betI_1			HTH-type transcriptional regulator BetI
JDBAEIFD_00467	CDS	2529	nagZ_1	3.2.1.52		Beta-hexosaminidase
JDBAEIFD_00468	CDS	1683				hypothetical protein
JDBAEIFD_00469	CDS	1185	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBAEIFD_00470	CDS	981	gsiC		COG0601	Glutathione transport system permease protein GsiC
JDBAEIFD_00471	CDS	996	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
JDBAEIFD_00472	CDS	1089	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
JDBAEIFD_00473	CDS	1257				hypothetical protein
JDBAEIFD_00474	CDS	366				hypothetical protein
JDBAEIFD_00475	CDS	651				hypothetical protein
JDBAEIFD_00476	CDS	738				hypothetical protein
JDBAEIFD_00477	CDS	333				hypothetical protein
JDBAEIFD_00478	CDS	972				hypothetical protein
JDBAEIFD_00479	CDS	2751	topA	5.6.2.1	COG0550	DNA topoisomerase 1
JDBAEIFD_00480	CDS	1005	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
JDBAEIFD_00481	CDS	693	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
JDBAEIFD_00482	CDS	1137				hypothetical protein
JDBAEIFD_00483	CDS	555	yyaP_1		COG0262	putative protein YyaP
JDBAEIFD_00484	CDS	1560	caeB_2	3.1.1.-		Carboxylesterase B
JDBAEIFD_00485	CDS	4074				hypothetical protein
JDBAEIFD_00486	CDS	234				hypothetical protein
JDBAEIFD_00487	tRNA	76				tRNA-Thr(cgt)
JDBAEIFD_00488	CDS	327				hypothetical protein
JDBAEIFD_00489	CDS	1077				hypothetical protein
JDBAEIFD_00490	CDS	249				hypothetical protein
JDBAEIFD_00491	CDS	324	trxA_1			Thioredoxin
JDBAEIFD_00492	CDS	987	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
JDBAEIFD_00493	CDS	399	arsC2_1	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC2
JDBAEIFD_00494	CDS	840	aqpZ_1			Aquaporin Z
JDBAEIFD_00495	CDS	2082				hypothetical protein
JDBAEIFD_00496	CDS	1233				hypothetical protein
JDBAEIFD_00497	CDS	1320				hypothetical protein
JDBAEIFD_00498	CDS	1179	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
JDBAEIFD_00499	CDS	693				hypothetical protein
JDBAEIFD_00500	CDS	1014				hypothetical protein
JDBAEIFD_00501	CDS	1152				hypothetical protein
JDBAEIFD_00502	CDS	669	liaR_1		COG2197	Transcriptional regulatory protein LiaR
JDBAEIFD_00503	CDS	1233				hypothetical protein
JDBAEIFD_00504	CDS	1005	oatA	2.3.1.-		O-acetyltransferase OatA
JDBAEIFD_00505	CDS	972	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
JDBAEIFD_00506	CDS	1149	alr_1	5.1.1.1	COG0787	Alanine racemase
JDBAEIFD_00507	CDS	621	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
JDBAEIFD_00508	CDS	1437	stp_1			Multidrug resistance protein Stp
JDBAEIFD_00509	CDS	1071	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
JDBAEIFD_00510	CDS	2898	malT_2			HTH-type transcriptional regulator MalT
JDBAEIFD_00511	CDS	219				hypothetical protein
JDBAEIFD_00512	CDS	378				hypothetical protein
JDBAEIFD_00513	CDS	414				hypothetical protein
JDBAEIFD_00514	CDS	1497				hypothetical protein
JDBAEIFD_00515	CDS	2847	cas3	3.1.-.-		CRISPR-associated nuclease/helicase Cas3
JDBAEIFD_00516	CDS	1641	cse1			CRISPR-associated protein CasA/Cse1
JDBAEIFD_00517	CDS	651				hypothetical protein
JDBAEIFD_00518	CDS	1158	casC			CRISPR system Cascade subunit CasC
JDBAEIFD_00519	CDS	726				hypothetical protein
JDBAEIFD_00520	CDS	693	cse3	3.1.-.-		CRISPR-associated endoribonuclease Cse3
JDBAEIFD_00521	CDS	954	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
JDBAEIFD_00522	CDS	189				hypothetical protein
	repeat_region	6491				
JDBAEIFD_00523	CDS	597				hypothetical protein
JDBAEIFD_00524	CDS	711				hypothetical protein
JDBAEIFD_00525	CDS	1560				hypothetical protein
JDBAEIFD_00526	CDS	2046		3.2.1.23		Beta-galactosidase
JDBAEIFD_00527	CDS	1323	araN_1		COG1653	putative arabinose-binding protein
JDBAEIFD_00528	CDS	966	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
JDBAEIFD_00529	CDS	894	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
JDBAEIFD_00530	CDS	1026	rbsR_1		COG1609	Ribose operon repressor
JDBAEIFD_00531	CDS	588				hypothetical protein
JDBAEIFD_00532	CDS	1128			COG0577	putative ABC transporter permease
JDBAEIFD_00533	CDS	693	ytrE_1		COG1136	ABC transporter ATP-binding protein YtrE
JDBAEIFD_00534	CDS	600	betI_2			HTH-type transcriptional regulator BetI
JDBAEIFD_00535	CDS	957		3.1.11.-	COG0258	5'-3' exonuclease
JDBAEIFD_00536	CDS	519				hypothetical protein
JDBAEIFD_00537	CDS	561	rnhA	3.1.26.4		Ribonuclease H
JDBAEIFD_00538	CDS	477				hypothetical protein
JDBAEIFD_00539	CDS	4152				hypothetical protein
JDBAEIFD_00540	CDS	585	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
JDBAEIFD_00541	CDS	540				hypothetical protein
JDBAEIFD_00542	CDS	1740				hypothetical protein
JDBAEIFD_00543	CDS	1176				hypothetical protein
JDBAEIFD_00544	CDS	438	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
JDBAEIFD_00545	CDS	2958			COG0247	putative protein
JDBAEIFD_00546	CDS	297				hypothetical protein
JDBAEIFD_00547	CDS	1599				hypothetical protein
JDBAEIFD_00548	CDS	966				hypothetical protein
JDBAEIFD_00549	CDS	960	adh	1.1.1.1		Alcohol dehydrogenase
JDBAEIFD_00550	CDS	726				hypothetical protein
JDBAEIFD_00551	CDS	1359	metXA	2.3.1.46		Homoserine O-acetyltransferase
JDBAEIFD_00552	CDS	1212	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
JDBAEIFD_00553	CDS	1539				hypothetical protein
JDBAEIFD_00554	CDS	498	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
JDBAEIFD_00555	CDS	1413		3.4.16.-	COG2027	Carboxypeptidase
JDBAEIFD_00556	tRNA	81				tRNA-Asp(gtc)
JDBAEIFD_00557	CDS	1194	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
JDBAEIFD_00558	CDS	552	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
JDBAEIFD_00559	CDS	2055	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JDBAEIFD_00560	CDS	636	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JDBAEIFD_00561	CDS	996	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
JDBAEIFD_00562	CDS	1545				hypothetical protein
JDBAEIFD_00563	CDS	489				hypothetical protein
JDBAEIFD_00564	CDS	624				hypothetical protein
JDBAEIFD_00565	CDS	435				hypothetical protein
JDBAEIFD_00566	CDS	453				hypothetical protein
JDBAEIFD_00567	CDS	870	sigJ			ECF RNA polymerase sigma factor SigJ
JDBAEIFD_00568	CDS	522				hypothetical protein
JDBAEIFD_00569	CDS	1662				hypothetical protein
JDBAEIFD_00570	CDS	1104				hypothetical protein
JDBAEIFD_00571	CDS	975	panC	6.3.2.1	COG0414	Pantothenate synthetase
JDBAEIFD_00572	CDS	495	panD	4.1.1.11		Aspartate 1-decarboxylase
JDBAEIFD_00573	CDS	1737	nadB	1.4.3.16	COG0029	L-aspartate oxidase
JDBAEIFD_00574	CDS	4053				hypothetical protein
JDBAEIFD_00575	CDS	888	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
JDBAEIFD_00576	CDS	1536	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
JDBAEIFD_00577	CDS	192				hypothetical protein
JDBAEIFD_00578	CDS	339	lsr2			Nucleoid-associated protein Lsr2
JDBAEIFD_00579	CDS	1449	xylB_2	2.7.1.17	COG1070	Xylulose kinase
JDBAEIFD_00580	CDS	1188	xylA_1	5.3.1.5		Xylose isomerase
JDBAEIFD_00581	CDS	1407	alsK_2	2.7.1.55		D-allose kinase
JDBAEIFD_00582	CDS	1056	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
JDBAEIFD_00583	CDS	5238	nagZ_2	3.2.1.52		Beta-hexosaminidase
JDBAEIFD_00584	CDS	1341	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
JDBAEIFD_00585	CDS	741	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JDBAEIFD_00586	CDS	666	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
JDBAEIFD_00587	CDS	402				hypothetical protein
JDBAEIFD_00588	CDS	483				hypothetical protein
JDBAEIFD_00589	CDS	1266	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBAEIFD_00590	CDS	717	regX3_1		COG0745	Sensory transduction protein regX3
JDBAEIFD_00591	CDS	1113	pstS3		COG0226	Phosphate-binding protein PstS 3
JDBAEIFD_00592	CDS	1020	pstC2		COG0573	Phosphate transport system permease protein PstC 2
JDBAEIFD_00593	CDS	960	pstA1		COG0581	Phosphate transport system permease protein PstA 1
JDBAEIFD_00594	CDS	780	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
JDBAEIFD_00595	CDS	579				hypothetical protein
JDBAEIFD_00596	CDS	483	carD		COG1329	RNA polymerase-binding transcription factor CarD
JDBAEIFD_00597	CDS	765	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
JDBAEIFD_00598	CDS	498	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
JDBAEIFD_00599	CDS	1080	eamA		COG0697	putative amino-acid metabolite efflux pump
JDBAEIFD_00600	tRNA	97				tRNA-Arg(gcg)
JDBAEIFD_00601	CDS	318				hypothetical protein
JDBAEIFD_00602	CDS	930	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
JDBAEIFD_00603	CDS	1368		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
JDBAEIFD_00604	CDS	672	betI_3			HTH-type transcriptional regulator BetI
JDBAEIFD_00605	CDS	1284	ybjJ_1			Inner membrane protein YbjJ
JDBAEIFD_00606	CDS	1233				hypothetical protein
JDBAEIFD_00607	CDS	1437	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JDBAEIFD_00608	CDS	1008		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
JDBAEIFD_00609	CDS	1287				hypothetical protein
JDBAEIFD_00610	CDS	1128	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
JDBAEIFD_00611	CDS	1503				hypothetical protein
JDBAEIFD_00612	CDS	375				hypothetical protein
JDBAEIFD_00613	CDS	315				hypothetical protein
JDBAEIFD_00614	CDS	927				hypothetical protein
JDBAEIFD_00615	CDS	393				hypothetical protein
JDBAEIFD_00616	CDS	735				hypothetical protein
JDBAEIFD_00617	CDS	825	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
JDBAEIFD_00618	CDS	1437	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
JDBAEIFD_00619	CDS	1776	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
JDBAEIFD_00620	CDS	561				hypothetical protein
JDBAEIFD_00621	CDS	921				hypothetical protein
JDBAEIFD_00622	tRNA	77				tRNA-Thr(tgt)
JDBAEIFD_00623	CDS	567				hypothetical protein
JDBAEIFD_00624	CDS	1167	ipsA_1			HTH-type transcriptional regulator IpsA
JDBAEIFD_00625	CDS	219				hypothetical protein
JDBAEIFD_00626	CDS	669	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
JDBAEIFD_00627	CDS	1218				hypothetical protein
JDBAEIFD_00628	CDS	435				hypothetical protein
JDBAEIFD_00629	CDS	567				hypothetical protein
JDBAEIFD_00630	CDS	1122				hypothetical protein
JDBAEIFD_00631	CDS	813				hypothetical protein
JDBAEIFD_00632	CDS	678	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
JDBAEIFD_00633	CDS	315				hypothetical protein
JDBAEIFD_00634	CDS	618				hypothetical protein
JDBAEIFD_00635	CDS	204	cspA		COG1278	putative cold shock protein A
JDBAEIFD_00636	CDS	1551				hypothetical protein
JDBAEIFD_00637	CDS	1626	groL1		COG0459	60 kDa chaperonin 1
JDBAEIFD_00638	CDS	702				hypothetical protein
JDBAEIFD_00639	CDS	1023	mccF			Microcin C7 self-immunity protein MccF
JDBAEIFD_00640	CDS	666				hypothetical protein
JDBAEIFD_00641	CDS	252				hypothetical protein
JDBAEIFD_00642	CDS	1224	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
JDBAEIFD_00643	CDS	417				hypothetical protein
JDBAEIFD_00644	CDS	585				hypothetical protein
JDBAEIFD_00645	CDS	291	esxA_1		COG4842	6 kDa early secretory antigenic target
JDBAEIFD_00646	CDS	792				hypothetical protein
JDBAEIFD_00647	CDS	1626	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBAEIFD_00648	CDS	729	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
JDBAEIFD_00649	CDS	750	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
JDBAEIFD_00650	CDS	777	pspA		COG1842	Phage shock protein A
JDBAEIFD_00651	CDS	1992				hypothetical protein
JDBAEIFD_00652	CDS	1482				hypothetical protein
JDBAEIFD_00653	CDS	489				hypothetical protein
JDBAEIFD_00654	CDS	1647				hypothetical protein
JDBAEIFD_00655	CDS	2691				hypothetical protein
JDBAEIFD_00656	CDS	1242	hipO	3.5.1.32	COG1473	Hippurate hydrolase
JDBAEIFD_00657	CDS	381				hypothetical protein
JDBAEIFD_00658	CDS	957				hypothetical protein
JDBAEIFD_00659	CDS	3129				hypothetical protein
JDBAEIFD_00660	CDS	1215	cdgJ_1	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
JDBAEIFD_00661	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
JDBAEIFD_00662	CDS	912	flgL		COG1344	Flagellar hook-associated protein 3
JDBAEIFD_00663	CDS	1443				hypothetical protein
JDBAEIFD_00664	CDS	480				hypothetical protein
JDBAEIFD_00665	CDS	891	fliA			RNA polymerase sigma factor FliA
JDBAEIFD_00666	CDS	1176	fliC			A-type flagellin
JDBAEIFD_00667	CDS	1341	fliD		COG1345	B-type flagellar hook-associated protein 2
JDBAEIFD_00668	CDS	447				hypothetical protein
JDBAEIFD_00669	CDS	363				hypothetical protein
JDBAEIFD_00670	CDS	348	flgB		COG1815	Flagellar basal body rod protein FlgB
JDBAEIFD_00671	CDS	399	flgC		COG1558	Flagellar basal-body rod protein FlgC
JDBAEIFD_00672	CDS	309	fliE			Flagellar hook-basal body complex protein FliE
JDBAEIFD_00673	CDS	1608				hypothetical protein
JDBAEIFD_00674	CDS	1002	fliG		COG1536	Flagellar motor switch protein FliG
JDBAEIFD_00675	CDS	843				hypothetical protein
JDBAEIFD_00676	CDS	1335	yscN	7.1.2.2		putative ATP synthase YscN
JDBAEIFD_00677	CDS	426				hypothetical protein
JDBAEIFD_00678	CDS	741				hypothetical protein
JDBAEIFD_00679	CDS	1431				hypothetical protein
JDBAEIFD_00680	CDS	456				hypothetical protein
JDBAEIFD_00681	CDS	1179	flgE		COG1749	Flagellar hook protein FlgE
JDBAEIFD_00682	CDS	1170				hypothetical protein
JDBAEIFD_00683	CDS	540	ecfG			ECF RNA polymerase sigma factor EcfG
JDBAEIFD_00684	CDS	1152	fucO_1	1.1.1.77	COG1454	Lactaldehyde reductase
JDBAEIFD_00685	CDS	270				hypothetical protein
JDBAEIFD_00686	CDS	786	pomA		COG1291	Chemotaxis protein PomA
JDBAEIFD_00687	CDS	906	lafU		COG1360	Chemotaxis protein LafU
JDBAEIFD_00688	CDS	513				hypothetical protein
JDBAEIFD_00689	CDS	930	fliM		COG1868	Flagellar motor switch protein FliM
JDBAEIFD_00690	CDS	717				hypothetical protein
JDBAEIFD_00691	CDS	492				hypothetical protein
JDBAEIFD_00692	CDS	723	fliP		COG1338	Flagellar biosynthetic protein FliP
JDBAEIFD_00693	CDS	273	fliQ		COG1987	Flagellar biosynthetic protein FliQ
JDBAEIFD_00694	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
JDBAEIFD_00695	CDS	1203	flhB		COG1377	Flagellar biosynthetic protein FlhB
JDBAEIFD_00696	CDS	2058	flhA		COG1298	Flagellar biosynthesis protein FlhA
JDBAEIFD_00697	CDS	1272				hypothetical protein
JDBAEIFD_00698	CDS	333	cmtR		COG0640	HTH-type transcriptional regulator CmtR
JDBAEIFD_00699	CDS	729				hypothetical protein
JDBAEIFD_00700	CDS	1443	sdrM			Multidrug efflux pump SdrM
JDBAEIFD_00701	CDS	882			COG3336	putative protein
JDBAEIFD_00702	CDS	522				hypothetical protein
JDBAEIFD_00703	CDS	3456				hypothetical protein
JDBAEIFD_00704	CDS	456				hypothetical protein
JDBAEIFD_00705	CDS	315	csrA			Translational regulator CsrA
JDBAEIFD_00706	CDS	2430				hypothetical protein
JDBAEIFD_00707	CDS	417	cheW		COG0835	Chemotaxis protein CheW
JDBAEIFD_00708	CDS	1620				hypothetical protein
JDBAEIFD_00709	CDS	420				hypothetical protein
JDBAEIFD_00710	CDS	1149	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
JDBAEIFD_00711	CDS	1080				hypothetical protein
JDBAEIFD_00712	CDS	384	cheY_1		COG0784	Chemotaxis protein CheY 
JDBAEIFD_00713	CDS	462				hypothetical protein
JDBAEIFD_00714	CDS	363	cheY_2		COG0784	Chemotaxis protein CheY
JDBAEIFD_00715	CDS	489				hypothetical protein
JDBAEIFD_00716	CDS	279				hypothetical protein
JDBAEIFD_00717	CDS	618				hypothetical protein
JDBAEIFD_00718	CDS	1500	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
JDBAEIFD_00719	CDS	483				hypothetical protein
JDBAEIFD_00720	CDS	528				hypothetical protein
JDBAEIFD_00721	CDS	1863				hypothetical protein
JDBAEIFD_00722	CDS	519				hypothetical protein
JDBAEIFD_00723	CDS	1566				Iron-sulfur cluster carrier protein
JDBAEIFD_00724	CDS	1491				hypothetical protein
JDBAEIFD_00725	CDS	1191				hypothetical protein
JDBAEIFD_00726	CDS	1341				hypothetical protein
JDBAEIFD_00727	CDS	1302				hypothetical protein
JDBAEIFD_00728	CDS	939				hypothetical protein
JDBAEIFD_00729	CDS	846				hypothetical protein
JDBAEIFD_00730	CDS	1203				hypothetical protein
JDBAEIFD_00731	CDS	1134				hypothetical protein
JDBAEIFD_00732	CDS	1326	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JDBAEIFD_00733	CDS	603				hypothetical protein
JDBAEIFD_00734	CDS	423			COG1846	putative HTH-type transcriptional regulator
JDBAEIFD_00735	CDS	1338	entS_4			Enterobactin exporter EntS
JDBAEIFD_00736	CDS	1818				hypothetical protein
JDBAEIFD_00737	CDS	720				hypothetical protein
JDBAEIFD_00738	CDS	1116	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
JDBAEIFD_00739	CDS	693	ideR		COG1321	Iron-dependent repressor IdeR
JDBAEIFD_00740	CDS	759				hypothetical protein
JDBAEIFD_00741	CDS	603				hypothetical protein
JDBAEIFD_00742	CDS	933			COG0589	Universal stress protein
JDBAEIFD_00743	CDS	510	asnC		COG1522	Regulatory protein AsnC
JDBAEIFD_00744	CDS	1110				hypothetical protein
JDBAEIFD_00745	CDS	1227	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
JDBAEIFD_00746	CDS	846		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
JDBAEIFD_00747	CDS	456				hypothetical protein
JDBAEIFD_00748	CDS	981	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
JDBAEIFD_00749	CDS	852				hypothetical protein
JDBAEIFD_00750	CDS	522				hypothetical protein
JDBAEIFD_00751	CDS	1335	mdtL_1			Multidrug resistance protein MdtL
JDBAEIFD_00752	CDS	1902				hypothetical protein
JDBAEIFD_00753	CDS	1341				hypothetical protein
JDBAEIFD_00754	CDS	1521				hypothetical protein
JDBAEIFD_00755	CDS	1110	yehL		COG0714	putative protein YehL
JDBAEIFD_00756	CDS	2499				hypothetical protein
JDBAEIFD_00757	CDS	1215				hypothetical protein
JDBAEIFD_00758	CDS	375				hypothetical protein
JDBAEIFD_00759	tRNA	75				tRNA-Lys(ttt)
JDBAEIFD_00760	CDS	546				hypothetical protein
JDBAEIFD_00761	CDS	327				hypothetical protein
JDBAEIFD_00762	CDS	1137				hypothetical protein
JDBAEIFD_00763	CDS	1056				hypothetical protein
JDBAEIFD_00764	CDS	744				hypothetical protein
JDBAEIFD_00765	CDS	696				hypothetical protein
JDBAEIFD_00766	CDS	1617				hypothetical protein
JDBAEIFD_00767	CDS	693	tetR			Tetracycline repressor protein class B from transposon Tn10
JDBAEIFD_00768	CDS	1002	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
JDBAEIFD_00769	CDS	585				hypothetical protein
JDBAEIFD_00770	CDS	531				hypothetical protein
JDBAEIFD_00771	CDS	831	bpoA2	1.11.1.-		Non-haem bromoperoxidase BPO-A2
JDBAEIFD_00772	CDS	1083				hypothetical protein
JDBAEIFD_00773	CDS	255				hypothetical protein
JDBAEIFD_00774	CDS	129				hypothetical protein
JDBAEIFD_00775	CDS	231				hypothetical protein
JDBAEIFD_00776	CDS	450				hypothetical protein
