# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	87978	90431	-	WP_164521387.1	WP_164521387.1		FtsX-like permease family protein			EJO50_RS00395	2454	817	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	90546	91268	-							EJO50_RS00400	723		old_locus_tag=EJO50_00400
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	90546	91268	-	WP_233702128.1	WP_233702128.1		ABC transporter ATP-binding protein			EJO50_RS00400	723	240	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	91267	91872	+							EJO50_RS00405	606		old_locus_tag=EJO50_00405
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	91267	91872	+	WP_206434423.1	WP_206434423.1		arylesterase			EJO50_RS00405	606	201	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	91948	94608	-							EJO50_RS00410	2661		old_locus_tag=EJO50_00410
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	91948	94608	-	WP_125971058.1	WP_125971058.1		TonB-dependent receptor			EJO50_RS00410	2661	886	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	95692	96324	+							EJO50_RS00415	633		old_locus_tag=EJO50_00415
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	95692	96324	+	WP_125971059.1	WP_125971059.1		hypothetical protein			EJO50_RS00415	633	210	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	96342	97178	+							EJO50_RS00420	837		old_locus_tag=EJO50_00420
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	96342	97178	+	WP_125971060.1	WP_125971060.1		hypothetical protein			EJO50_RS00420	837	278	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	98133	100928	+							EJO50_RS00425	2796		old_locus_tag=EJO50_00425
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	98133	100928	+	WP_206434424.1	WP_206434424.1		hypothetical protein			EJO50_RS00425	2796	931	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	101282	102421	+					bioF		EJO50_RS00430	1140		old_locus_tag=EJO50_00430
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	101282	102421	+	WP_125971061.1	WP_125971061.1		8-amino-7-oxononanoate synthase	bioF		EJO50_RS00430	1140	379	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	102780	103559	+					bioH		EJO50_RS00435	780		old_locus_tag=EJO50_00435
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	102780	103559	+	WP_125971062.1	WP_125971062.1		pimeloyl-ACP methyl ester esterase BioH	bioH		EJO50_RS00435	780	259	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	103943	104362	-							EJO50_RS00440	420		old_locus_tag=EJO50_00440
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	103943	104362	-	WP_125971063.1	WP_125971063.1		META domain-containing protein			EJO50_RS00440	420	139	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	104552	105856	-					rlmD		EJO50_RS00445	1305		old_locus_tag=EJO50_00445
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	104552	105856	-	WP_125971064.1	WP_125971064.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		EJO50_RS00445	1305	434	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	106150	107301	-					yiaY		EJO50_RS00450	1152		old_locus_tag=EJO50_00450
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	106150	107301	-	WP_125971065.1	WP_125971065.1		L-threonine dehydrogenase	yiaY		EJO50_RS00450	1152	383	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	107535	108227	-							EJO50_RS00455	693		old_locus_tag=EJO50_00455
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	107535	108227	-	WP_125971066.1	WP_125971066.1		DUF502 domain-containing protein			EJO50_RS00455	693	230	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	108412	109347	-							EJO50_RS00460	936		old_locus_tag=EJO50_00460
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	108412	109347	-	WP_125971067.1	WP_125971067.1		LysR family transcriptional regulator			EJO50_RS00460	936	311	
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	109491	109907	+							EJO50_RS00465	417		partial;pseudo;old_locus_tag=EJO50_00465
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	109491	109907	+				GAF domain-containing protein			EJO50_RS00465	417		partial;pseudo
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	110391	110585	-							EJO50_RS00470	195		old_locus_tag=EJO50_00470
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	110391	110585	-	WP_125971069.1	WP_125971069.1		hypothetical protein			EJO50_RS00470	195	64	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	111225	112394	-							EJO50_RS00475	1170		old_locus_tag=EJO50_00475
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	111225	112394	-	WP_164521388.1	WP_164521388.1		FAD-dependent monooxygenase			EJO50_RS00475	1170	389	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	112590	113885	-							EJO50_RS00480	1296		old_locus_tag=EJO50_00480
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	112590	113885	-	WP_125971071.1	WP_125971071.1		aminopeptidase P N-terminal domain-containing protein			EJO50_RS00480	1296	431	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	114267	114995	-							EJO50_RS00485	729		old_locus_tag=EJO50_00485
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	114267	114995	-	WP_125971072.1	WP_125971072.1		YebC/PmpR family DNA-binding transcriptional regulator			EJO50_RS00485	729	242	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	115369	115788	-							EJO50_RS00490	420		old_locus_tag=EJO50_00490
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	115369	115788	-	WP_125971073.1	WP_125971073.1		organic hydroperoxide resistance protein			EJO50_RS00490	420	139	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	115907	116350	-							EJO50_RS00495	444		old_locus_tag=EJO50_00495
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	115907	116350	-	WP_125971074.1	WP_125971074.1		MarR family transcriptional regulator			EJO50_RS00495	444	147	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	116674	117261	+							EJO50_RS00500	588		old_locus_tag=EJO50_00500
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	116674	117261	+	WP_125971075.1	WP_125971075.1		3'-5' exonuclease domain-containing protein 2			EJO50_RS00500	588	195	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	117381	117575	+							EJO50_RS00505	195		old_locus_tag=EJO50_00505
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	117381	117575	+	WP_125971076.1	WP_125971076.1		DUF2892 domain-containing protein			EJO50_RS00505	195	64	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	117683	118432	-							EJO50_RS00510	750		old_locus_tag=EJO50_00510
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	117683	118432	-	WP_206434425.1	WP_206434425.1		hypothetical protein			EJO50_RS00510	750	249	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	119127	119753	+							EJO50_RS00515	627		old_locus_tag=EJO50_00515
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	119127	119753	+	WP_164521389.1	WP_164521389.1		TIGR02117 family protein			EJO50_RS00515	627	208	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	120000	120815	-							EJO50_RS00520	816		old_locus_tag=EJO50_00520
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	120000	120815	-	WP_125971078.1	WP_125971078.1		hypothetical protein			EJO50_RS00520	816	271	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	121014	121949	-					cysB		EJO50_RS00525	936		old_locus_tag=EJO50_00525
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	121014	121949	-	WP_125971079.1	WP_125971079.1		HTH-type transcriptional regulator CysB	cysB		EJO50_RS00525	936	311	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	122081	122857	+							EJO50_RS00530	777		old_locus_tag=EJO50_00530
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	122081	122857	+	WP_125971080.1	WP_125971080.1		sulfite exporter TauE/SafE family protein			EJO50_RS00530	777	258	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	122884	123567	+							EJO50_RS00535	684		old_locus_tag=EJO50_00535
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	122884	123567	+	WP_125971081.1	WP_125971081.1		phosphoadenylyl-sulfate reductase			EJO50_RS00535	684	227	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	123915	124790	+							EJO50_RS00540	876		old_locus_tag=EJO50_00540
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	123915	124790	+	WP_164521390.1	WP_164521390.1		ATPase			EJO50_RS00540	876	291	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	124811	125551	+							EJO50_RS00545	741		old_locus_tag=EJO50_00545
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	124811	125551	+	WP_125971083.1	WP_125971083.1		GntR family transcriptional regulator			EJO50_RS00545	741	246	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	126019	127281	+							EJO50_RS00550	1263		old_locus_tag=EJO50_00550
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	126019	127281	+	WP_125971084.1	WP_125971084.1		extracellular solute-binding protein			EJO50_RS00550	1263	420	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	127460	128701	+							EJO50_RS00555	1242		old_locus_tag=EJO50_00555
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	127460	128701	+	WP_125971085.1	WP_125971085.1		sugar ABC transporter substrate-binding protein			EJO50_RS00555	1242	413	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	128799	129674	+							EJO50_RS00560	876		old_locus_tag=EJO50_00560
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	128799	129674	+	WP_233702129.1	WP_233702129.1		sugar ABC transporter permease			EJO50_RS00560	876	291	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	129693	130532	+							EJO50_RS00565	840		old_locus_tag=EJO50_00565
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	129693	130532	+	WP_233702130.1	WP_233702130.1		carbohydrate ABC transporter permease			EJO50_RS00565	840	279	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	130619	131719	+					ugpC		EJO50_RS00570	1101		old_locus_tag=EJO50_00570
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	130619	131719	+	WP_125971086.1	WP_125971086.1		sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC		EJO50_RS00570	1101	366	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	131986	132222	+							EJO50_RS00575	237		old_locus_tag=EJO50_00575
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	131986	132222	+	WP_206434426.1	WP_206434426.1		hypothetical protein			EJO50_RS00575	237	78	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	132379	133221	+							EJO50_RS00580	843		old_locus_tag=EJO50_00580
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	132379	133221	+	WP_125971087.1	WP_125971087.1		HNH endonuclease			EJO50_RS00580	843	280	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	134252	135664	-					thrC		EJO50_RS00585	1413		old_locus_tag=EJO50_00585
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	134252	135664	-	WP_125971088.1	WP_125971088.1		threonine synthase	thrC		EJO50_RS00585	1413	470	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	135895	137205	-							EJO50_RS00590	1311		old_locus_tag=EJO50_00590
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	135895	137205	-	WP_125971089.1	WP_125971089.1		homoserine dehydrogenase			EJO50_RS00590	1311	436	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	137219	138448	-							EJO50_RS00595	1230		old_locus_tag=EJO50_00595
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	137219	138448	-	WP_125971090.1	WP_125971090.1		pyridoxal phosphate-dependent aminotransferase			EJO50_RS00595	1230	409	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	138598	138966	+							EJO50_RS00600	369		old_locus_tag=EJO50_00600
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	138598	138966	+	WP_125971091.1	WP_125971091.1		Mth938-like domain-containing protein			EJO50_RS00600	369	122	
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	139208	140409	+					gltS		EJO50_RS00605	1202		pseudo;old_locus_tag=EJO50_00605
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	139208	140409	+				sodium/glutamate symporter	gltS		EJO50_RS00605	1202		pseudo
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	140692	141265	-							EJO50_RS00610	574		pseudo;old_locus_tag=EJO50_00610
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	140692	141265	-				ATP-binding protein			EJO50_RS00610	574		pseudo
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	141374	142935	+							EJO50_RS00615	1562		pseudo;old_locus_tag=EJO50_00615
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	141374	142935	+				IS3 family transposase			EJO50_RS00615	1562		pseudo
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	142978	143610	-							EJO50_RS00620	633		old_locus_tag=EJO50_00620
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	142978	143610	-	WP_125971092.1	WP_125971092.1		hypothetical protein			EJO50_RS00620	633	210	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	143877	145292	-							EJO50_RS00625	1416		old_locus_tag=EJO50_00625
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	143877	145292	-	WP_125971093.1	WP_125971093.1		HlyD family type I secretion periplasmic adaptor subunit			EJO50_RS00625	1416	471	
gene	pseudogene	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	145700	145888	-							EJO50_RS17315	189		partial;pseudo
CDS	without_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	145700	145888	-				transposase			EJO50_RS17315	189		partial;pseudo
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	146179	147720	-							EJO50_RS00630	1542		old_locus_tag=EJO50_00630
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	146179	147720	-	WP_125971094.1	WP_125971094.1		alpha/beta hydrolase			EJO50_RS00630	1542	513	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	148543	149349	+							EJO50_RS00635	807		old_locus_tag=EJO50_00635
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	148543	149349	+	WP_125971095.1	WP_125971095.1		transporter substrate-binding domain-containing protein			EJO50_RS00635	807	268	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	149577	150386	+							EJO50_RS00640	810		old_locus_tag=EJO50_00640
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	149577	150386	+	WP_125971096.1	WP_125971096.1		transporter substrate-binding domain-containing protein			EJO50_RS00640	810	269	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	150523	152106	-					rtcR		EJO50_RS00645	1584		old_locus_tag=EJO50_00645
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	150523	152106	-	WP_125971097.1	WP_125971097.1		RNA repair transcriptional activator RtcR	rtcR		EJO50_RS00645	1584	527	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	152401	153621	+							EJO50_RS00650	1221		old_locus_tag=EJO50_00650
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	152401	153621	+	WP_125971098.1	WP_125971098.1		RtcB family protein			EJO50_RS00650	1221	406	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	153656	154459	+							EJO50_RS00655	804		old_locus_tag=EJO50_00655
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	153656	154459	+	WP_125971099.1	WP_125971099.1		nucleotidyltransferase domain-containing protein			EJO50_RS00655	804	267	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	154478	155491	+					rtcA		EJO50_RS00660	1014		old_locus_tag=EJO50_00660
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	154478	155491	+	WP_125971100.1	WP_125971100.1		RNA 3'-terminal phosphate cyclase	rtcA		EJO50_RS00660	1014	337	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	155608	155934	-							EJO50_RS00665	327		old_locus_tag=EJO50_00665
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	155608	155934	-	WP_125971101.1	WP_125971101.1		low molecular weight protein tyrosine phosphatase family protein			EJO50_RS00665	327	108	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	155979	156599	-					prfH		EJO50_RS00670	621		old_locus_tag=EJO50_00670
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	155979	156599	-	WP_125971102.1	WP_125971102.1		peptide chain release factor H	prfH		EJO50_RS00670	621	206	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	156596	157735	-							EJO50_RS00675	1140		old_locus_tag=EJO50_00675
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	156596	157735	-	WP_125971103.1	WP_125971103.1		RNA ligase RtcB family protein			EJO50_RS00675	1140	379	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	157960	158583	+							EJO50_RS00680	624		old_locus_tag=EJO50_00680
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	157960	158583	+	WP_125971104.1	WP_125971104.1		phage portal protein			EJO50_RS00680	624	207	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	158840	159475	+							EJO50_RS00685	636		old_locus_tag=EJO50_00685
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	158840	159475	+	WP_125971105.1	WP_125971105.1		PAAR domain-containing protein			EJO50_RS00685	636	211	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	159485	160027	+							EJO50_RS00690	543		old_locus_tag=EJO50_00690
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	159485	160027	+	WP_125971106.1	WP_125971106.1		type VI secretion system amidase effector protein Tae4			EJO50_RS00690	543	180	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	160024	160386	+							EJO50_RS00695	363		old_locus_tag=EJO50_00695
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	160024	160386	+	WP_125971107.1	WP_125971107.1		T6SS amidase immunity protein Tai4 family protein			EJO50_RS00695	363	120	
